,Compound,Date,Negative,Neutral,NewsOrg,Positive,Text,Tweets Ago
150,0.7184,Mon Apr 09 17:02:07 +0000 2018,0.0,0.727,@BBC,0.273,"Keep full and satisfied with these protein-filled, vegetarian dinners. 
Make double portions and save for lunch tom… https://t.co/yh3RGeC5i3",51
151,0.0,Mon Apr 09 16:43:45 +0000 2018,0.0,1.0,@BBC,0.0,"RT @BBCScotland: The history behind #NationalUnicornDay ?

*may not be factually accurate* https://t.co/p44XmIXnoM",52
152,0.0,Mon Apr 09 16:34:07 +0000 2018,0.0,1.0,@BBC,0.0,RT @BBCTwo: Can you guess the city? #TheCityAndTheCity’s @davemorrissey64 and @MandiDhillon tried our game out for size… ??? https://t.co/U…,53
153,0.0,Mon Apr 09 16:26:04 +0000 2018,0.0,1.0,@BBC,0.0,"The latest episode of @TheSimpsons has addressed controversy surrounding Indian character Apu for the first time.
?… https://t.co/guqD0Pf53R",54
154,0.6239,Mon Apr 09 16:04:04 +0000 2018,0.0,0.494,@BBC,0.506,?????? What a brilliant idea! https://t.co/QUVCwBptOU,55
155,0.4003,Mon Apr 09 15:42:30 +0000 2018,0.0,0.856,@BBC,0.144,RT @BBCTheOneShow: Tonight on The One Show - @kylieminogue! ????? RT: if you're excited. #TheOneShow #KylieMinogue #Kylie https://t.co/Yten…,56
156,0.5411,Mon Apr 09 15:29:26 +0000 2018,0.0,0.811,@BBC,0.189,"RT @BBCSport: What a way to save match point!

Table tennis is pure carnage.

#GC2018 #bbcgoldcoast https://t.co/1shVrSJuRn",57
157,0.5267,Mon Apr 09 15:07:08 +0000 2018,0.0,0.793,@BBC,0.207,"????
Henry and Baloo: Dog and cat travel companions gain cult following.
? https://t.co/rTpxqa69Oq https://t.co/iRkQXMwnyv",58
158,0.5267,Mon Apr 09 14:02:03 +0000 2018,0.0,0.855,@BBC,0.145,"A new campaign is encouraging people to do CPR to the tune of @The_Proclaimers' hit 'I'm Gonna Be (500 miles)'.
?… https://t.co/MULW1tgRPL",59
159,0.4404,Mon Apr 09 13:01:05 +0000 2018,0.0,0.707,@BBC,0.293,"How NOT to impress Madonna...
#TheGrahamNortonShow #TGNS https://t.co/NnYS15sU9p",60
160,0.0,Mon Apr 09 12:31:27 +0000 2018,0.0,1.0,@BBC,0.0,RT @bbccomedy: Philomena Cunk steps on board the first ship to circumcise the globe. #CunkOnBritain @missdianemorgan https://t.co/f1oHsolPHe,61
161,0.0,Mon Apr 09 12:28:16 +0000 2018,0.0,1.0,@BBC,0.0,"?? Over 1,500 people turned up to this mass sausage dog walk in Manchester yesterday. https://t.co/6fscMy6eZ7",62
162,0.34,Mon Apr 09 12:14:30 +0000 2018,0.0,0.888,@BBC,0.112,"RT @bbcsoutheast: You don't have to be married to take part in ""wife-carrying"". Fancy giving it a go? #Dorking #wifecarrying #wifecarryingu…",63
163,0.6705,Mon Apr 09 12:12:54 +0000 2018,0.0,0.792,@BBC,0.208,"RT @BBCnireland: As the days get longer, here are some #TightShorts tips on creating that naturally flawless, 'don't get seen, blend into t…",64
164,0.0,Mon Apr 09 12:02:02 +0000 2018,0.0,1.0,@BBC,0.0,Flipping the script on dyslexia. https://t.co/rW1FLygX9V,65
165,0.0,Mon Apr 09 11:50:07 +0000 2018,0.0,1.0,@BBC,0.0,"RT @bbcthesocial: This is how homophobia feels in 2018.

#TimeForLove https://t.co/dHfsvt94Nz",66
166,-0.2023,Mon Apr 09 11:27:01 +0000 2018,0.098,0.833,@BBC,0.068,RT @BBCFOUR: How do you cope with stage fright when you're working at music's top level? Listen to the new #BBCYoungMusician podcast with @…,67
167,0.6757,Mon Apr 09 11:16:03 +0000 2018,0.083,0.649,@BBC,0.268,"Love hurts, but this is a step too far...

? People are getting finger piercings instead of engagement rings.
?… https://t.co/eargluPvnC",68
168,0.0,Mon Apr 09 10:41:24 +0000 2018,0.0,1.0,@BBC,0.0,"?? When the weather is so cold that you can't bear to get up. 
#MondayMorning https://t.co/JhfqRhL5fQ",69
169,0.0,Mon Apr 09 08:56:59 +0000 2018,0.0,1.0,@BBC,0.0,RT @BBCTwo: Every Saga must come to an end... #TheBridge https://t.co/YNyeMUM8A2,70
170,-0.3252,Mon Apr 09 08:40:53 +0000 2018,0.109,0.891,@BBC,0.0,"RT @BBCRadio4: ""If a £100 coat is half price, and you buy it, you haven't saved £50 you've spent £50.""
https://t.co/yKrYlW9jf6",71
171,0.0,Mon Apr 09 08:01:01 +0000 2018,0.0,1.0,@BBC,0.0,"?? Hop onboard the train that (somehow) squeezes through a crowded market near Bangkok, eight times a day! https://t.co/htvLHtJdPH",72
172,-0.3182,Mon Apr 09 07:27:04 +0000 2018,0.103,0.897,@BBC,0.0,"The story of why the Roman Baths developed, how they were lost for many centuries and how they were rediscovered.… https://t.co/zEzPchOgPO",73
173,0.0,Mon Apr 09 07:00:14 +0000 2018,0.0,1.0,@BBC,0.0,? How can #3DPrinting be of use in surgery? https://t.co/3LQkXMMHwo,74
174,0.0,Sun Apr 08 19:02:05 +0000 2018,0.0,1.0,@BBC,0.0,"?? This is Maya the jaguar's very first swim!  
#BigCatsAboutTheHouse https://t.co/IacZP3ltf3",75
175,0.4939,Sun Apr 08 18:03:03 +0000 2018,0.0,0.686,@BBC,0.314,? Need a hand getting the kids to bed? https://t.co/JAUkyoVSA8,76
176,0.25,Sun Apr 08 17:25:08 +0000 2018,0.088,0.765,@BBC,0.147,"'Silencing masks' and 'wife auctions': What life used to be like for women. 
? https://t.co/7Z1bcXKgOx https://t.co/gzm7Hf3loH",77
177,0.0,Sun Apr 08 17:07:02 +0000 2018,0.0,1.0,@BBC,0.0,"?? Philomena Cunk examines the barbaric conditions in which we keep today's dinosaurs.
#CunkOnBritain  https://t.co/nBav5dqh7a",78
178,0.0,Sun Apr 08 16:40:55 +0000 2018,0.0,1.0,@BBC,0.0,"RT @bbcgetinspired: Meet Sue...

She is planning to run the 2018 @LondonMarathon to prove someone with vascular dementia can do it. ?

? ht…",79
179,-0.2263,Sun Apr 08 16:07:03 +0000 2018,0.106,0.894,@BBC,0.0,? Victoria Lomasko is a Russian graphic artist who's travelled up and down her country painting 'forgotten women'. https://t.co/XtlpBlAYb0,80
180,0.0,Sun Apr 08 15:31:00 +0000 2018,0.0,1.0,@BBC,0.0,"? The search for the next Young Musician has begun, and the first @BBCYoungMus semi-finalist of 2018 has been confi… https://t.co/klUA4GWtb0",81
181,0.0,Sun Apr 08 15:11:04 +0000 2018,0.0,1.0,@BBC,0.0,"'If boys are getting diagnosed with autism, girls need exactly the same.' https://t.co/f7Aft0LWwB",82
182,-0.2023,Sun Apr 08 13:54:07 +0000 2018,0.189,0.811,@BBC,0.0,?? Meet the kids cutting some serious shapes on the streets of Lagos. https://t.co/3ySZPqua01,83
183,0.875,Sun Apr 08 13:23:39 +0000 2018,0.0,0.607,@BBC,0.393,"RT @BBCSport: What a nice surprise ??

Two of @TeamEngland 's basketball players got engaged on court at the Commonwealths. 

Congrats @Jam…",84
184,0.2732,Sun Apr 08 13:03:04 +0000 2018,0.0,0.488,@BBC,0.512,? 'Surprise me'. https://t.co/Jo7illTafh,85
185,-0.0772,Sun Apr 08 11:00:15 +0000 2018,0.064,0.936,@BBC,0.0,"When doctors found a large tumour on little Poppy’s brain, her parents faced one of the toughest decisions of their… https://t.co/MGM0dpxlFH",86
186,0.5859,Sun Apr 08 10:15:06 +0000 2018,0.0,0.787,@BBC,0.213,"RT @BBCSport: Beauty queen ?
Commonwealth Games weightlifting silver medallist ?

Introducing Sarah Davies...

#GC2018 #bbcgoldcoast https:…",87
187,0.3818,Sun Apr 08 10:01:07 +0000 2018,0.0,0.88,@BBC,0.12,"From Ordeal by Innocence to the return of The Handmaid’s Tale, here are @BBC_Culture's pick of programmes to watch… https://t.co/Q6S34uv5LX",88
188,0.0,Sun Apr 08 09:08:02 +0000 2018,0.0,1.0,@BBC,0.0,"?? Not only can Koko the gorilla use sign language, she also appears to have learnt to lie...

https://t.co/xXZwlLDLJh",89
189,0.0,Sun Apr 08 08:17:18 +0000 2018,0.0,1.0,@BBC,0.0,RT @BBCOne: .@johnkrasinski's got MOVES. #TheGrahamNortonShow #TGNS https://t.co/2HUMM0ixEW,90
190,0.6369,Sun Apr 08 08:08:07 +0000 2018,0.0,0.792,@BBC,0.208,"Football, volleyball AND martial arts? ?????

Sepak Takraw is the best sport you've never heard of... 

https://t.co/ngTwJHEmrI",91
191,0.3612,Sun Apr 08 07:02:06 +0000 2018,0.0,0.783,@BBC,0.217,? Meet the gargantuan air freighter that looks like a whale. https://t.co/7DPUt8okKU,92
192,0.5719,Sat Apr 07 18:00:22 +0000 2018,0.0,0.748,@BBC,0.252,??? @NiallOfficial's Live Lounge cover of @JuliaMichaels' Issues is just perfect.  https://t.co/XpsnR29hPU,93
193,0.0,Sat Apr 07 17:19:26 +0000 2018,0.0,1.0,@BBC,0.0,"RT @CBeebiesHQ: Goodnight @ChrisEvans,? 

Chris reads Goodnight Goodnight Construction site tonight. ?? 

#BedtimeStory is at 6:50pm ?? htt…",94
194,-0.7269,Sat Apr 07 17:04:03 +0000 2018,0.405,0.523,@BBC,0.072,?? Lions are often poisoned to prevent them attacking livestock. https://t.co/254nhtlMW5,95
195,0.6515,Sat Apr 07 16:00:23 +0000 2018,0.0,0.581,@BBC,0.419,"? Some VERY impressive maths here. 
#UniversityChallenge https://t.co/crvQQ5V3Vn",96
196,0.6908,Sat Apr 07 15:01:03 +0000 2018,0.0,0.759,@BBC,0.241,Doctors are finding one way that sugar can benefit your health - it may help heal wounds resistant to antibiotics.… https://t.co/zI9pN0zSVo,97
197,0.0,Sat Apr 07 14:33:46 +0000 2018,0.0,1.0,@BBC,0.0,"RT @BBCRadio2: ""The clunk of putting the cassette in, snapping it shut... oh wait I'm going to rewind to get to the start of the song. It's…",98
198,0.0,Sat Apr 07 14:00:31 +0000 2018,0.0,1.0,@BBC,0.0,"?? Our pick of the most striking news photographs taken around the world recently.
? https://t.co/zPpuZq9hOC https://t.co/fYUTrG44Ra",99
199,-0.5719,Sat Apr 07 13:00:20 +0000 2018,0.222,0.778,@BBC,0.0,How did this new mum survive in the chaos that followed Hurricane Maria? https://t.co/Nx7uFz1k56,100
200,0.6976,Tue Apr 10 15:30:00 +0000 2018,0.0,0.747,@CBS,0.253,"The legendary @eltonofficial said ""It's the most wonderful feeling when someone records your song or sings your son… https://t.co/Krlqs3qNck",1
201,0.6597,Mon Apr 09 20:00:00 +0000 2018,0.0,0.779,@CBS,0.221,"Are you ready for a good time? Tomorrow, Elton John: I’m Still Standing - A GRAMMY®? Salute airs at 9/8c on CBS and… https://t.co/Z3Mnp1cJPa",2
202,0.0,Mon Apr 09 17:29:47 +0000 2018,0.0,1.0,@CBS,0.0,"@edsheeran, @KeshaRose, @HaileeSteinfeld, @ActuallyNPH, and many more describe the impact that the music of Elton J… https://t.co/wBwzWcWGAa",3
203,0.0,Mon Apr 09 17:00:02 +0000 2018,0.0,1.0,@CBS,0.0,"Lights will come on for @Jason_Aldean when he takes the stage to perform at the 53rd #ACMawards on Sunday, April 15… https://t.co/qPAbrFp4kQ",4
204,0.2732,Mon Apr 09 15:00:00 +0000 2018,0.086,0.784,@CBS,0.129,Which state does @reba call home and which song was her first No. 1 single? Test your knowledge of the beloved coun… https://t.co/Sp8icKpFNu,5
205,0.6239,Mon Apr 09 13:36:00 +0000 2018,0.0,0.786,@CBS,0.214,This just in! Thirteen-time ACM Award® winner @carrieunderwood will be performing her soon-to-be-released single li… https://t.co/GEyjt4lFbb,6
206,0.6467,Mon Apr 09 01:42:06 +0000 2018,0.0,0.72,@CBS,0.28,It's time to celebrate! @MomCBS will be back for Season 6! https://t.co/ianxp6JWHq,7
207,0.7096,Sun Apr 08 22:00:01 +0000 2018,0.0,0.742,@CBS,0.258,@OldDominion's Matthew Ramsey is here with a friendly reminder - Country Music’s Party Of The Year® is just seven d… https://t.co/SFnXxQLoPN,8
208,0.5562,Sun Apr 08 18:38:13 +0000 2018,0.0,0.854,@CBS,0.146,It all comes down to this! Stream Round 4 of #TheMasters Tournament on CBS live with a free trial of CBS All Access… https://t.co/mNFSAUkLvZ,9
209,0.4199,Sun Apr 08 15:00:00 +0000 2018,0.0,0.892,@CBS,0.108,"@reba is ready for her hosting duties! In just one week, watch her take the stage at the 53rd #ACMawards. Tune in A… https://t.co/TmjezmqPme",10
210,0.6696,Sat Apr 07 19:35:08 +0000 2018,0.0,0.817,@CBS,0.183,Watch some of the biggest names in golf compete in one of the greatest tournaments of the year! Stream #TheMasters… https://t.co/e8kbkSLx5k,11
211,0.0,Sat Apr 07 18:28:03 +0000 2018,0.0,1.0,@CBS,0.0,Tonight's the night! Here's a behind-the-scenes look at season 2 of @RansomCBS before the big premiere. Tune in at… https://t.co/WtRHvufO7H,12
212,0.3612,Sat Apr 07 16:30:02 +0000 2018,0.0,0.894,@CBS,0.106,What song will @DierksBentley belt out when he takes the stage to perform at the 53rd #ACMawards? Get ready to sing… https://t.co/oEtKJnKQVn,13
213,0.0,Sat Apr 07 15:31:12 +0000 2018,0.0,1.0,@CBS,0.0,"@johnlegend, @mirandalambert, @KeshaRose, and more perform @eltonofficial's hit songs! Watch Elton John: I'm Still… https://t.co/VF3hf8OCT7",14
214,0.0,Fri Apr 06 21:10:18 +0000 2018,0.0,1.0,@CBS,0.0,Ask 53rd ACM Awards® host @reba a question and she just may answer it on April 11 at 5:30p ET/2:30p PT when she tak… https://t.co/DAa5gQS8oX,15
215,0.0,Fri Apr 06 17:00:00 +0000 2018,0.0,1.0,@CBS,0.0,What’s @eltonofficial's birth name and which of his songs holds the record for biggest selling single of all time?… https://t.co/N5qkMYCE7e,16
216,0.0,Fri Apr 06 13:45:00 +0000 2018,0.0,1.0,@CBS,0.0,Do you have a question for country music legend and host of the 53rd ACM Awards® @reba? Write it below for a chance… https://t.co/yVVDVFpxDM,17
217,0.5859,Thu Apr 05 21:44:00 +0000 2018,0.0,0.806,@CBS,0.194,How well do you know The Academy of Country Music Awards™? Test your knowledge of Country Music’s Party of the Year… https://t.co/lfWAcvAbZa,18
218,0.6597,Thu Apr 05 19:07:48 +0000 2018,0.0,0.759,@CBS,0.241,"RT @CodeBlackCBS: The intensity and emotions of your favorite show are returning to @CBS in 3 weeks.

Get excited. https://t.co/aGUNIPwRjh",19
219,-0.3875,Thu Apr 05 17:00:00 +0000 2018,0.157,0.769,@CBS,0.074,"Don't miss @littlebigtown's amazing performance of @eltonofficial's ""Rocket Man"" under the big spotlight at Elton J… https://t.co/bqse7nhkV3",20
220,0.807,Wed Apr 04 22:07:01 +0000 2018,0.0,0.687,@CBS,0.313,Today's biggest stars are celebrating @EltonJohn's most beloved and legendary catalogue of hits with two albums dro… https://t.co/cilUdkKtjQ,21
221,0.7568,Wed Apr 04 21:48:07 +0000 2018,0.0,0.712,@CBS,0.288,"RT @LifeInPiecesCBS: We ""literally can't even"" with how hilarious these #LifeInPieces outtakes are! ?

Introducing Laughing To Pieces! Foll…",22
222,0.8495,Wed Apr 04 21:47:26 +0000 2018,0.0,0.634,@CBS,0.366,"RT @YoungSheldon: Don't miss guest star @Followtheblonde in tomorrow's all-new #YoungSheldon! Trust us, you're going to love every minute.…",23
223,0.4926,Wed Apr 04 21:46:13 +0000 2018,0.0,0.803,@CBS,0.197,RT @MomCBS: Tomorrow's episode of #Mom is going to be a doggone good one! https://t.co/e1WI3uOxVg,24
224,-0.3182,Wed Apr 04 21:44:17 +0000 2018,0.095,0.905,@CBS,0.0,RT @survivorcbs: There's a lot at stake when competing for actual steak. Get a glimpse at an all-new #Survivor: Ghost Island at 8/7c on CBS…,25
225,0.6976,Tue Apr 10 15:30:00 +0000 2018,0.0,0.747,@CBS,0.253,"The legendary @eltonofficial said ""It's the most wonderful feeling when someone records your song or sings your son… https://t.co/Krlqs3qNck",26
226,0.6597,Mon Apr 09 20:00:00 +0000 2018,0.0,0.779,@CBS,0.221,"Are you ready for a good time? Tomorrow, Elton John: I’m Still Standing - A GRAMMY®? Salute airs at 9/8c on CBS and… https://t.co/Z3Mnp1cJPa",27
227,0.0,Mon Apr 09 17:29:47 +0000 2018,0.0,1.0,@CBS,0.0,"@edsheeran, @KeshaRose, @HaileeSteinfeld, @ActuallyNPH, and many more describe the impact that the music of Elton J… https://t.co/wBwzWcWGAa",28
228,0.0,Mon Apr 09 17:00:02 +0000 2018,0.0,1.0,@CBS,0.0,"Lights will come on for @Jason_Aldean when he takes the stage to perform at the 53rd #ACMawards on Sunday, April 15… https://t.co/qPAbrFp4kQ",29
229,0.2732,Mon Apr 09 15:00:00 +0000 2018,0.086,0.784,@CBS,0.129,Which state does @reba call home and which song was her first No. 1 single? Test your knowledge of the beloved coun… https://t.co/Sp8icKpFNu,30
230,0.6239,Mon Apr 09 13:36:00 +0000 2018,0.0,0.786,@CBS,0.214,This just in! Thirteen-time ACM Award® winner @carrieunderwood will be performing her soon-to-be-released single li… https://t.co/GEyjt4lFbb,31
231,0.6467,Mon Apr 09 01:42:06 +0000 2018,0.0,0.72,@CBS,0.28,It's time to celebrate! @MomCBS will be back for Season 6! https://t.co/ianxp6JWHq,32
232,0.7096,Sun Apr 08 22:00:01 +0000 2018,0.0,0.742,@CBS,0.258,@OldDominion's Matthew Ramsey is here with a friendly reminder - Country Music’s Party Of The Year® is just seven d… https://t.co/SFnXxQLoPN,33
233,0.5562,Sun Apr 08 18:38:13 +0000 2018,0.0,0.854,@CBS,0.146,It all comes down to this! Stream Round 4 of #TheMasters Tournament on CBS live with a free trial of CBS All Access… https://t.co/mNFSAUkLvZ,34
234,0.4199,Sun Apr 08 15:00:00 +0000 2018,0.0,0.892,@CBS,0.108,"@reba is ready for her hosting duties! In just one week, watch her take the stage at the 53rd #ACMawards. Tune in A… https://t.co/TmjezmqPme",35
235,0.6696,Sat Apr 07 19:35:08 +0000 2018,0.0,0.817,@CBS,0.183,Watch some of the biggest names in golf compete in one of the greatest tournaments of the year! Stream #TheMasters… https://t.co/e8kbkSLx5k,36
236,0.0,Sat Apr 07 18:28:03 +0000 2018,0.0,1.0,@CBS,0.0,Tonight's the night! Here's a behind-the-scenes look at season 2 of @RansomCBS before the big premiere. Tune in at… https://t.co/WtRHvufO7H,37
237,0.3612,Sat Apr 07 16:30:02 +0000 2018,0.0,0.894,@CBS,0.106,What song will @DierksBentley belt out when he takes the stage to perform at the 53rd #ACMawards? Get ready to sing… https://t.co/oEtKJnKQVn,38
238,0.0,Sat Apr 07 15:31:12 +0000 2018,0.0,1.0,@CBS,0.0,"@johnlegend, @mirandalambert, @KeshaRose, and more perform @eltonofficial's hit songs! Watch Elton John: I'm Still… https://t.co/VF3hf8OCT7",39
239,0.0,Fri Apr 06 21:10:18 +0000 2018,0.0,1.0,@CBS,0.0,Ask 53rd ACM Awards® host @reba a question and she just may answer it on April 11 at 5:30p ET/2:30p PT when she tak… https://t.co/DAa5gQS8oX,40
240,0.0,Fri Apr 06 17:00:00 +0000 2018,0.0,1.0,@CBS,0.0,What’s @eltonofficial's birth name and which of his songs holds the record for biggest selling single of all time?… https://t.co/N5qkMYCE7e,41
241,0.0,Fri Apr 06 13:45:00 +0000 2018,0.0,1.0,@CBS,0.0,Do you have a question for country music legend and host of the 53rd ACM Awards® @reba? Write it below for a chance… https://t.co/yVVDVFpxDM,42
242,0.5859,Thu Apr 05 21:44:00 +0000 2018,0.0,0.806,@CBS,0.194,How well do you know The Academy of Country Music Awards™? Test your knowledge of Country Music’s Party of the Year… https://t.co/lfWAcvAbZa,43
243,0.6597,Thu Apr 05 19:07:48 +0000 2018,0.0,0.759,@CBS,0.241,"RT @CodeBlackCBS: The intensity and emotions of your favorite show are returning to @CBS in 3 weeks.

Get excited. https://t.co/aGUNIPwRjh",44
244,-0.3875,Thu Apr 05 17:00:00 +0000 2018,0.157,0.769,@CBS,0.074,"Don't miss @littlebigtown's amazing performance of @eltonofficial's ""Rocket Man"" under the big spotlight at Elton J… https://t.co/bqse7nhkV3",45
245,0.807,Wed Apr 04 22:07:01 +0000 2018,0.0,0.687,@CBS,0.313,Today's biggest stars are celebrating @EltonJohn's most beloved and legendary catalogue of hits with two albums dro… https://t.co/cilUdkKtjQ,46
246,0.7568,Wed Apr 04 21:48:07 +0000 2018,0.0,0.712,@CBS,0.288,"RT @LifeInPiecesCBS: We ""literally can't even"" with how hilarious these #LifeInPieces outtakes are! ?

Introducing Laughing To Pieces! Foll…",47
247,0.8495,Wed Apr 04 21:47:26 +0000 2018,0.0,0.634,@CBS,0.366,"RT @YoungSheldon: Don't miss guest star @Followtheblonde in tomorrow's all-new #YoungSheldon! Trust us, you're going to love every minute.…",48
248,0.4926,Wed Apr 04 21:46:13 +0000 2018,0.0,0.803,@CBS,0.197,RT @MomCBS: Tomorrow's episode of #Mom is going to be a doggone good one! https://t.co/e1WI3uOxVg,49
249,-0.3182,Wed Apr 04 21:44:17 +0000 2018,0.095,0.905,@CBS,0.0,RT @survivorcbs: There's a lot at stake when competing for actual steak. Get a glimpse at an all-new #Survivor: Ghost Island at 8/7c on CBS…,50
250,-0.25,Wed Apr 04 18:02:13 +0000 2018,0.133,0.867,@CBS,0.0,RT @TVLine: #LifeInPieces Sneak Peek: Sophia and Her Stuffed Toys Stage a Musical Protest https://t.co/r16SLZlZPc,51
251,0.0,Tue Apr 03 23:00:00 +0000 2018,0.0,1.0,@CBS,0.0,Whose catchy tune will take Song Of The Year at the 53rd #ACMawards? Give it up for the four nominees -… https://t.co/R9MtUNZtsw,52
252,0.0,Tue Apr 03 21:00:02 +0000 2018,0.0,1.0,@CBS,0.0,"Here's everything you need to know before tuning into Elton John: I'm Still Standing - A GRAMMY® Salute on Tuesday,… https://t.co/C8fiKl4j98",53
253,0.7096,Tue Apr 03 18:00:00 +0000 2018,0.0,0.742,@CBS,0.258,"In just one week, @eltonofficial and today's hottest stars in music will join together to celebrate Elton's countle… https://t.co/ACQGHNWz8u",54
254,0.7906,Tue Apr 03 05:17:01 +0000 2018,0.0,0.579,@CBS,0.421,Tonight we #LightItUpBlue for greater understanding and acceptance. CBS supports #WorldAutismAwarenessDay by lighti… https://t.co/hBAXcDvP4r,55
255,0.1513,Mon Apr 02 17:30:00 +0000 2018,0.092,0.792,@CBS,0.116,No one does it quite like @eltonofficial. The artist himself will belt out some of his chart-topping hits on Elton… https://t.co/ckY4bUvTXI,56
256,0.6486,Sun Apr 01 17:00:03 +0000 2018,0.0,0.798,@CBS,0.202,The Las Vegas strip is about to light up brighter than ever before when Country Music’s Party Of The Year® takes ov… https://t.co/j1A2ZVHAoO,57
257,0.0,Sat Mar 31 18:00:00 +0000 2018,0.0,1.0,@CBS,0.0,"“If you don’t do something about it, then who are you? … It can happen to anyone.” - @aplusk 

Tonight at 10/9c, a… https://t.co/EQabNc1UZI",58
258,0.4199,Sat Mar 31 15:30:00 +0000 2018,0.0,0.887,@CBS,0.113,Give it up for @KelseaBallerini! This star is one of the Female Vocalist Of The Year nominees and she's ready to ta… https://t.co/wLyHwkEGs2,59
259,0.4926,Fri Mar 30 16:50:00 +0000 2018,0.0,0.873,@CBS,0.127,Take and post a photo of the woman in your life who inspires you! The photo should only have one person against a n… https://t.co/BHdxXlWfKP,60
260,0.0,Thu Mar 29 17:32:40 +0000 2018,0.0,1.0,@CBS,0.0,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv",61
261,0.0,Thu Mar 29 17:30:02 +0000 2018,0.0,1.0,@CBS,0.0,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R",62
262,0.3818,Tue Mar 27 21:00:01 +0000 2018,0.108,0.68,@CBS,0.212,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,63
263,0.296,Tue Mar 27 17:00:00 +0000 2018,0.0,0.901,@CBS,0.099,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,64
264,0.508,Mon Mar 26 22:14:25 +0000 2018,0.0,0.88,@CBS,0.12,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",65
265,0.0,Mon Mar 26 20:42:48 +0000 2018,0.0,1.0,@CBS,0.0,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",66
266,0.7959,Mon Mar 26 16:59:19 +0000 2018,0.0,0.786,@CBS,0.214,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,67
267,0.807,Mon Mar 26 16:05:18 +0000 2018,0.0,0.622,@CBS,0.378,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",68
268,0.0,Sun Mar 25 23:57:34 +0000 2018,0.0,1.0,@CBS,0.0,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,69
269,0.5319,Sun Mar 25 17:15:25 +0000 2018,0.062,0.78,@CBS,0.157,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,70
270,0.5399,Sat Mar 24 22:46:53 +0000 2018,0.0,0.801,@CBS,0.199,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,71
271,-0.34,Sat Mar 24 22:46:43 +0000 2018,0.185,0.7,@CBS,0.115,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. ??? #PaleyFest,72
272,0.7003,Sat Mar 24 22:25:03 +0000 2018,0.0,0.791,@CBS,0.209,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",73
273,0.0,Sat Mar 24 22:21:37 +0000 2018,0.0,1.0,@CBS,0.0,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! ?,74
274,0.0,Sat Mar 24 22:21:34 +0000 2018,0.0,1.0,@CBS,0.0,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",75
275,0.7184,Sat Mar 24 22:21:26 +0000 2018,0.0,0.667,@CBS,0.333,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",76
276,0.9451,Sat Mar 24 22:21:23 +0000 2018,0.0,0.58,@CBS,0.42,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,77
277,0.0,Sat Mar 24 20:00:02 +0000 2018,0.0,1.0,@CBS,0.0,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x",78
278,0.6996,Fri Mar 23 22:33:52 +0000 2018,0.0,0.806,@CBS,0.194,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,79
279,0.4939,Fri Mar 23 22:33:04 +0000 2018,0.0,0.686,@CBS,0.314,RT @SEALTeamCBS: In honor of #NationalPuppyDay... ? #SEALTeam https://t.co/4mIZPpiRlU,80
